lng,lat,Name,description,altitudeMode,X_ADDR,Y_ADDR,NAME2,HYPERLINK,PHOTOURL,Last Modified,Latitude,FMEL_UPD_D,Longtitude,Opening Hours,SHAPE,ADDRESSPOSTALCODE,URL Path,ADDRESSSTREETNAME,INC_CRC,Image Text,DESCRIPTION2,Field_1,Image By,Description3
103.8538376,1.290348,The Cenotaph - a Singapore War Memorial Landmark,The Cenotaph in Singapore is a war memorial in Esplanade Park that honours the heroes who fought and died during World War I and World War II.,clampToGround,30283.5915,30305.6543,,"<a target=""_blank"" href=""http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/esplanade-park-memorials"">http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/esplanade-park-memorials</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/cenotaph-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/cenotaph-carousel01-rect.jpg</a>",2015-10-26T15:16:16.699+08:00,1.290348,1/9/2017 14:59,103.853838,Daily,Point,0,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/memorials/cenotaph.html"">www.yoursingapore.com/en/see-do-singapore/history/memorials/cenotaph.html</a>","Esplanade Park, Connaught Drive",9BA6630A4456F36E,"Surrounded by lush green, The Cenotaph sits at a quiet spot amid the city buzz.",,www.yoursingapore.com/en/see-do-singapore/history/memorials/cenotaph.html,,
103.854618,1.293123,The Civilian War Memorial park in Singapore,The Civilian War Memorial and park in Beach Road commemorates Singapore?€?s civilian victims of the Japanese Occupation during World War II.,clampToGround,30370.4408,30612.5001,,"<a target=""_blank"" href=""http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/civilian-war-memorial"">http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/civilian-war-memorial</a>",,2015-10-26T14:58:00.714+08:00,1.293123,1/9/2017 14:59,103.854618,Daily,Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/memorials/civilian-war-memorial.html"">www.yoursingapore.com/en/see-do-singapore/history/memorials/civilian-war-memorial.html</a>",Bras Basah Road &amp; Beach Road intersection,20F9D59235BF6380,,,www.yoursingapore.com/en/see-do-singapore/history/memorials/civilian-war-memorial.html,,
103.85081,1.29821,Maghain Aboth Synagogue,The simple exterior of the Maghain Aboth Synagogue gives no indication of its richly elegant interiors.,clampToGround,29946.6396,31174.9912,,"<a target=""_blank"" href=""http://www.singaporejews.com"">http://www.singaporejews.com</a>",,2015-11-02T10:18:20.061+08:00,1.29821,1/9/2017 14:59,103.85081,"Visits are available only by appointment. For more information, email jewishwb@singnet.com.sg or call +65 6337 2189 (ext. 103)",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/architecture/historical/maghain-aboth-synagogue.html"">www.yoursingapore.com/en/see-do-singapore/architecture/historical/maghain-aboth-synagogue.html</a>",24/26 Waterloo Street,C29D251F8B184037,,,www.yoursingapore.com/en/see-do-singapore/architecture/historical/maghain-aboth-synagogue.html,,
103.84538,1.28243,Sri Mariamman Temple: Hindu Temple in Singapore,"Sri Mariamman Temple, located in Chinatown, is the oldest Hindu temple in Singapore.",clampToGround,29342.3372,29430.1166,,"<a target=""_blank"" href=""http://heb.gov.sg/our-subsidiaries/temples/sri-mariamman-temple.aspx"">http://heb.gov.sg/our-subsidiaries/temples/sri-mariamman-temple.aspx</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/sri-mariamman-temple-carousel02-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/sri-mariamman-temple-carousel02-rect.jpg</a>",2015-11-02T10:31:58.848+08:00,1.28243,1/9/2017 14:59,103.84538,"Daily from 7am ?€? 12pm, and 6pm ?€? 9pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/sri-mariamman-temple.html"">www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/sri-mariamman-temple.html</a>",244 South Bridge Road,87AEBE8461E729AF,Sri Mariamman Temple's ornate and elaborate detailing makes it a wonder to behold.,,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/sri-mariamman-temple.html,Joel Chua DY,
103.84966,1.29293,Armenian Church in Singapore,The Armenian Church is the oldest Christian church in Singapore and an architectural masterpiece from the early 19th century.,clampToGround,29818.6585,30591.1552,,"<a target=""_blank"" href=""http://www.armeniansinasia.org/"">http://www.armeniansinasia.org/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/armenian-church-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/armenian-church-carousel01-rect.jpg</a>",2015-11-02T10:34:55.710+08:00,1.29293,1/9/2017 14:59,103.84966,"Daily, 9am ?€?6pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/armenian-church.html"">www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/armenian-church.html</a>",60 Hill Street,104B770A1395B723,The Armenian Church in Singapore is a 19th-century architectural masterpiece.,,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/armenian-church.html,Joel Chua DY,
103.85168,1.29526,CHIJMES Singapore,"Who would have thought a former school would make such a graceful transition? As a lifestyle and entertainment complex, CHIJMES soars high above the rest.",clampToGround,30043.4653,30848.796,,"<a target=""_blank"" href=""http://chijmes.com.sg/"">http://chijmes.com.sg/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/chijmes-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/chijmes-carousel01-rect.jpg</a>",2015-11-02T10:13:35.220+08:00,1.29526,1/9/2017 14:59,103.85168,"Daily, 24 hours,Opening hours of businesses in CHIJMES may vary.",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/architecture/historical/chijmes.html"">www.yoursingapore.com/en/see-do-singapore/architecture/historical/chijmes.html</a>",30 Victoria Street,2BACAF4FA15C1059,"The charm of CHIJMES, Singapore harks back to a bygone, gracious age.",,www.yoursingapore.com/en/see-do-singapore/architecture/historical/chijmes.html,,
103.85231,1.29249,St Andrew?€?s Cathedral- Singapore Architecture Landmark,St Andrew's Cathedral is Singapore's largest cathedral and a stellar example of colonial-era architecture and heritage.,clampToGround,30113.581,30542.5043,,"<a target=""_blank"" href=""http://www.livingstreams.org.sg/sac/visitors.html"">http://www.livingstreams.org.sg/sac/visitors.html</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/st-andrews-cathedral-temple-carousel01-rect-norender.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/st-andrews-cathedral-temple-carousel01-rect-norender.jpg</a>",2015-11-02T10:22:49.830+08:00,1.29249,1/9/2017 14:59,103.85231,"Monday to Saturday, 9am ?€? 5pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/st-andrews-cathedral.html"">www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/st-andrews-cathedral.html</a>",11 St Andrew's Road,E18BD72F36CBCE11,Singapore's largest cathedral is worth a visit for its architectural beauty.,,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/st-andrews-cathedral.html,Saint Andrew's Cathedral,
103.76883,1.35232,Old Ford Factory Singapore Museum,The Old Ford Factory is a repository of memories about the hardships endured during the Japanese Occupation of Singapore.,clampToGround,20823.1487,37158.2861,,"<a target=""_blank"" href=""http://www.nas.gov.sg/moff/Home.aspx"">http://www.nas.gov.sg/moff/Home.aspx</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/memories-at-ford-factory-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/memories-at-ford-factory-carousel01-rect.jpg</a>",2015-10-26T14:21:11.852+08:00,1.35232,1/9/2017 14:59,103.76883,"Monday to Saturday, 9am ?€? 5.30pm,Sunday, 12pm ?€? 5.30pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/history-museums/memories-at-ford-factory.html"">www.yoursingapore.com/en/see-do-singapore/history/history-museums/memories-at-ford-factory.html</a>",351 Upper Bukit Timah Road,E7C292E56A127988,"The site of the first Ford plant in Southeast Asia, the Old Ford Factory in Singapore is a journey to the past.",,www.yoursingapore.com/en/see-do-singapore/history/history-museums/memories-at-ford-factory.html,Joel Chua DY,
103.84452,1.28343,Singapore Coins and Notes Museum &amp; Museum Singapore,The Singapore Coins and Notes Museum tells the story of Singapore through the currencies it has used over the years.,clampToGround,29246.6256,29540.691,,"<a target=""_blank"" href=""http://www.singaporecoinsandnotesmuseum.com/index1.php"">http://www.singaporecoinsandnotesmuseum.com/index1.php</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/singapore-coins-and-notes-museum-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/singapore-coins-and-notes-museum-carousel01-rect.jpg</a>",2015-10-26T14:00:10.268+08:00,1.28343,1/9/2017 14:59,103.84452,"Daily, 10am ?€? 8pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-coins-notes-museum.html"">www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-coins-notes-museum.html</a>","40 Pagoda Street, Level 1",D91B6BB291D5749B,Explore the city of Singapore through its coins and notes over the years at the Singapore Coins and Notes Museum.,,www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-coins-notes-museum.html,Joel Chua DY,
103.84513,1.27987,Singapore City Gallery,The Singapore City Gallery tells the story of the city?€?s physical transformation.,clampToGround,29314.5154,29147.0449,,"<a target=""_blank"" href=""http://www.ura.gov.sg/uol/citygallery.aspx"">http://www.ura.gov.sg/uol/citygallery.aspx</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/singapore-city-gallery-carousel02-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/singapore-city-gallery-carousel02-rect.jpg</a>",2015-10-26T14:11:48.280+08:00,1.27987,1/9/2017 14:59,103.84513,"Monday to Saturday, 9am ?€? 5pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-city-gallery.html"">www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-city-gallery.html</a>","45 Maxwell Road, The URA Centre",D18E69A854F5D433,,,www.yoursingapore.com/en/see-do-singapore/history/history-museums/singapore-city-gallery.html,,
103.68398,1.34379,"Chinese Heritage Centre, Singapore",The Chinese Heritage Centre in Singapore is where you can find out more about overseas Chinese communities and their culture.,clampToGround,11380.228,36215.4949,,"<a target=""_blank"" href=""http://chc.ntu.edu.sg/"">http://chc.ntu.edu.sg/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/chinese-heritage-centre-carousel02-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/chinese-heritage-centre-carousel02-rect.jpg</a>",2015-11-02T09:59:33.922+08:00,1.34379,1/9/2017 14:59,103.68398,"Monday to Friday, 9.30am ?€? 5pm,Saturday and Sunday, 10am ?€?5pm, Closed on public holidays",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/chinese-heritage-centre.html"">www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/chinese-heritage-centre.html</a>",12 Nanyang Drive,C68A99A82B561DDA,Explore questions on ethnic identity such as what it means to be a Chinese.,,www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/chinese-heritage-centre.html,"Chinese Heritage Centre, NTU",
103.8595,1.30238,Kampong Glam &amp; Malay Culture in Singapore,"Discover the heart of Singapore?€?s Malay community, living traditions, excellent eateries and trendy shops in vibrant Kampong Glam.",clampToGround,30913.7547,31636.0967,,"<a target=""_blank"" href=""http://www.kampongglam.org.sg/"">http://www.kampongglam.org.sg/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/kampong-glam-carousel01-rect-norender.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/kampong-glam-carousel01-rect-norender.jpg</a>",2015-10-22T12:28:04.683+08:00,1.30238,1/9/2017 14:59,103.8595,,Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/places-to-see/kampong-glam.html"">www.yoursingapore.com/en/see-do-singapore/places-to-see/kampong-glam.html</a>",3 Muscat Street,CB22177613508D3F,"Delve into Malay culture at the heart of its community, Kampong Glam Singapore.",,www.yoursingapore.com/en/see-do-singapore/places-to-see/kampong-glam.html,,
103.8045,1.275,Contemporary Arts Center,The Contemporary Arts Center at the Nanyang Technological University uses a variety of medium to explore contemporary art.,clampToGround,24792.7192,28608.5605,,"<a target=""_blank"" href=""http://www.ntu.ccasingapore.org/"">http://www.ntu.ccasingapore.org/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/afiq_omar_rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/afiq_omar_rect.jpg</a>",2015-10-20T12:34:59.810+08:00,1.275,1/9/2017 14:59,103.8045,"Tuesday to Sunday, 12pm ?€? 7pm Friday, 12pm ?€? 9pm , Closed on Monday. Open on public holiday.",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/centre-for-contemporary-art.html"">www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/centre-for-contemporary-art.html</a>",43 Malan Road,6A6F2B61ACBE12CB,"The Contemporary Arts Center hosts exhibitions, live performances, film screenings and talks by visiting artists and curators.",,www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/centre-for-contemporary-art.html,Courtesy of NTU CCA Singapore,
103.84934,1.2944,"The Substation, Singapore Contemporary Art Centre",The Substation is an experimental arts centre that gives a space for contemporary artists to try out new concepts.,clampToGround,29783.0444,30753.6999,,"<a target=""_blank"" href=""http://www.substation.org"">http://www.substation.org</a>",,2015-10-20T12:32:55.819+08:00,1.2944,1/9/2017 14:59,103.84934,"The Substation Box Office ,Monday to Friday, 12pm - 2pm and 5pm - 8pm.Saturday and Sunday, open an hour prior to weekend showtimes. Closed on public holidays.The Substation Gallery Daily, 12pm ?€? 9pm Closed on public holidays",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/the-substation.html"">www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/the-substation.html</a>",45 Armenian Street,DC83F6C5F5008A06,,,www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/the-substation.html,,
103.851068,1.297424,Singapore Art Museum,The Singapore Art Museum houses the world?€?s largest public collection of contemporary Southeast Asian artworks.,clampToGround,29975.3532,31088.0796,,"<a target=""_blank"" href=""http://www.singaporeartmuseum.sg"">http://www.singaporeartmuseum.sg</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/singapore-art-museum-carousel01-rect-norender.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/singapore-art-museum-carousel01-rect-norender.jpg</a>",2015-10-20T11:37:44.504+08:00,1.297424,1/9/2017 14:59,103.851068,"Monday to Thursday, 10am ?€? 7pm, Friday, 10am ?€? 9pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/singapore-art-museum.html"">www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/singapore-art-museum.html</a>",71 Bras Basah Road,66C705DDEDD2F321,Get to know the works of contemporary artists around Southeast Asia at the Singapore Art Museum.,,www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/singapore-art-museum.html,,
103.85528,1.2898,Esplanade Theatres on the Bay,Esplanade Theatres on the Bay is the country?€?s premier arts centre as well as an iconic landmark on the city?€?s skyline.,clampToGround,30444.1189,30245.0606,,"<a target=""_blank"" href=""http://www.esplanade.com/index.jsp"">http://www.esplanade.com/index.jsp</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/the-esplanade-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/the-esplanade-carousel01-rect.jpg</a>",2015-10-20T12:21:35.825+08:00,1.2898,1/9/2017 14:59,103.85528,"Box Office Opening Hours Daily, 12pm ?€? 8.30pm, The Esplanade Box Office will open 1 hour prior to show commencement for shows before 12 noon and will remain open up to half an hour after show commencement for shows starting after 8.30pm.",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/esplanade-theatres-on-the-bay.html"">www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/esplanade-theatres-on-the-bay.html</a>",1 Esplanade Drive,1EDDE532D78631EC,"Get your dose of creativity at Esplanade Theatres on the Bay, Singapore's premier arts centre.",,www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/esplanade-theatres-on-the-bay.html,"Mori Hidetaka, Courtesy of Esplanade ?€? Theatres on the Bay",
103.85351,1.29882,"National Design Centre, Singapore",The National Design Centre is a design lover?€?s dream destination.,clampToGround,30247.125,31242.4441,,"<a target=""_blank"" href=""http://www.designsingapore.org/ndc/About_NDC.aspx"">http://www.designsingapore.org/ndc/About_NDC.aspx</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/national-design-centre-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/national-design-centre-carousel01-rect.jpg</a>",2015-10-20T11:24:02.450+08:00,1.29882,1/9/2017 14:59,103.85351,"Daily, 9.00am ?€? 9.00pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/national-design-centre.html"">www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/national-design-centre.html</a>",111 Middle Road,16BBEDDA2FDE3766,"Explore the wonderful world of design at the National Design Centre, Singapore.",,www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/national-design-centre.html,National Design Centre,
103.851641,1.28837,Victoria Theatre Singapore,The historic Victoria Theatre and Concert Hall has been transformed to meet the needs of a modern audience.,clampToGround,30039.1304,30086.9353,,"<a target=""_blank"" href=""https://www.nac.gov.sg/arts-spaces/nac-arts-venues"">https://www.nac.gov.sg/arts-spaces/nac-arts-venues</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/victoria-theatre-concert-hall-caurousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/victoria-theatre-concert-hall-caurousel01-rect.jpg</a>",2015-10-22T09:40:49.148+08:00,1.28837,1/9/2017 14:59,103.851641,"Daily, 10am ?€? 9pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/victoria-theatre-concert-hall.html"">www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/victoria-theatre-concert-hall.html</a>",11 Empress Place,46678220B68EA084,"Catch world-class performances at stunning venues, like The Victoria Theatre and Concert Hall.",,www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/victoria-theatre-concert-hall.html,,
103.84692,1.32795,Sun Yat Sen Memorial Hall,The Sun Yat Sen Memorial Hall is a fitting tribute to the intriguing life and times of Chinese revolutionary leader Dr Sun Yat Sen.,clampToGround,29513.6993,34463.4849,,"<a target=""_blank"" href=""http://www.sysnmh.org.sg"">http://www.sysnmh.org.sg</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/sun-yat-sen-memorial-hall-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/sun-yat-sen-memorial-hall-carousel01-rect.jpg</a>",2015-10-26T14:46:02.086+08:00,1.32795,1/9/2017 14:59,103.84692,"Tuesday to Sunday, 10am ?€? 5pm, Closed on Monday",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/memorials/sun-yat-sen-memorial-hall.html"">www.yoursingapore.com/en/see-do-singapore/history/memorials/sun-yat-sen-memorial-hall.html</a>",12 Tai Gin Road,6AFBBDBC1816DD44,The Sun Yat Sen Memorial Hall pays tribute to the revolutionary leader.,,www.yoursingapore.com/en/see-do-singapore/history/memorials/sun-yat-sen-memorial-hall.html,Choo Yut Shing,
103.851723,1.287384,Asian Civilisations Museum &amp; Singapore Museum,"Housed in a historical building by the Singapore River, this museum is a microcosm of Asian civilisations spread over 11 galleries.",clampToGround,30048.2571,29977.9087,,"<a target=""_blank"" href=""http://acm.org.sg/"">http://acm.org.sg/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/asian-civilizations-museum-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/asian-civilizations-museum-carousel01-rect.jpg</a>",2015-10-26T14:28:34.961+08:00,1.287384,1/9/2017 14:59,103.851723,"Saturday to Thursday, 10am ?€? 7pm, Friday, 10am ?€? 9pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/history/history-museums/asian-civilizations-museum.html"">www.yoursingapore.com/en/see-do-singapore/history/history-museums/asian-civilizations-museum.html</a>",1 Empress Place,F578549D97C6E722,"The Asian Civilizations Museum, Singapore is a historic building that tells the story of Asian civilisation.",,www.yoursingapore.com/en/see-do-singapore/history/history-museums/asian-civilizations-museum.html,National Heritage Board,
103.815914,1.31384,Singapore Botanic Gardens,"Singapore?€?s Botanic Gardens is a treasure trove for plant lovers, or those who simply want to have a good time outdoors.",clampToGround,26063.0369,32903.2763,,"<a target=""_blank"" href=""http://www.sbg.org.sg"">http://www.sbg.org.sg</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/singapore-botanic-gardens-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/singapore-botanic-gardens-carousel01-rect.jpg</a>",2015-10-02T15:27:52.272+08:00,1.31384,1/9/2017 14:59,103.815914,"Singapore Botanic Gardens Daily, 5am - 12am National Orchid Garden Daily, 8.30am - 7pm(last ticket sales at 6pm)Jacob Ballas Children's Garden Tuesday to Sunday, 8am - 7pm(last admission: 6.30pm)Closed every Monday (except when it falls on a designated public holiday)SBG Heritage MuseumDaily*, 9am - 6pm*Closed every last Monday of the month (except when it falls on a designated public holiday, it will be closed the following day)",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/singapore-botanic-gardens.html"">www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/singapore-botanic-gardens.html</a>",1 Cluny Road,6D2E9018B62DC124,,,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/singapore-botanic-gardens.html,,
103.793023,1.404348,Singapore Zoo: Attractions &amp; Things to Do,Catch animals in their natural habitats at the award-winning Singapore Zoo.,clampToGround,23515.6546,42911.2213,,"<a target=""_blank"" href=""http://www.zoo.com.sg"">http://www.zoo.com.sg</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/singapore-zoo-carousel04-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/singapore-zoo-carousel04-rect.jpg</a>",2015-09-22T09:45:21.173+08:00,1.404348,1/9/2017 14:59,103.793023,"Daily, 8.30am ?€? 6pm(last ticket sale at 5.30pm)",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/singapore-zoo.html"">www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/singapore-zoo.html</a>",80 Mandai Lake Road,5372CE1F30B3B4BF,The award-winning Singapore Zoo lets you see your favourite animals in all their natural wonder.,,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/singapore-zoo.html,Wildlife Reserves Singapore,
103.8192057,1.2713746,Cable Car Singapore &amp; Mount Faber,Getting to the hilltop dining and entertainment spot at Mount Faber by cable car is half the fun.,clampToGround,26429.3455,28207.6688,,"<a target=""_blank"" href=""http://www.mountfaber.com.sg/"">http://www.mountfaber.com.sg/</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/mount-faber-carouse01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/mount-faber-carouse01-rect.jpg</a>",2015-10-02T15:13:15.155+08:00,1.271375,1/9/2017 14:59,103.819206,,Point,0,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/mount-faber.html"">www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/mount-faber.html</a>",109 Mount Faber Road,1142A9F2DCFFF3BE,Spend a unique evening overlooking spectacular views on a cable car in Singapore's Mount Faber.,,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/mount-faber.html,,
103.788061,1.402187,"Night Safari, Singapore",Head to the Night Safari for an after dark visit to the weird and wonderful creatures of the night.,clampToGround,22963.4473,42672.2788,,"<a target=""_blank"" href=""http://www.nightsafari.com.sg"">http://www.nightsafari.com.sg</a>","<a target=""_blank"" href=""http://www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/night-safari-carousel01-rect.jpg"">www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/night-safari-carousel01-rect.jpg</a>",2015-10-02T15:15:50.135+08:00,1.402187,1/9/2017 14:59,103.788061,"Daily, 7.30pm - 12am .Last ticket sale at 11.15pm.F and B and retail outlets open from 5.30pm",Point,,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/night-safari.html"">www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/night-safari.html</a>",80 Mandai Lake Road,08756E67E54BAF91,"Enter a world of nocturnal creatures at the Night Safari, Singapore.",,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/night-safari.html,,
103.9592605,1.4137409,Pulau Ubin &amp; Singapore Islands,"Hop on a bumboat to the island of Pulau Ubin if you want a taste of nature and rustic village life, away from the hustle and bustle of Singapore.",clampToGround,42015.5629,43950.182,,"<a target=""_blank"" href=""http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&amp;task=parks&amp;id=29&amp;Itemid=73"">http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&amp;task=parks&amp;id=29&amp;Itemid=73</a>",,2015-10-02T15:18:44.241+08:00,1.413741,1/9/2017 14:59,103.959261,,Point,0,"<a target=""_blank"" href=""http://www.yoursingapore.com/en/see-do-singapore/nature-wildlife/singapore-islands/pulau-ubin.html"">www.yoursingapore.com/en/see-do-singapore/nature-wildlife/singapore-islands/pulau-ubin.html</a>",Pulau Ubin,1F6EDE4F44A8937C,,,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/singapore-islands/pulau-ubin.html,,
