X,Y,Name,description,TYPE_CD,TYPE_CD_DE,INC_CRC,FMEL_UPD_D
103.929506583064,1.32363861541193,kml_306,,TSTAND,TAXI STAND,CDB6182A10A624EF,"20200722155614"
103.880657258506,1.34225424543018,kml_307,,TSTAND,TAXI STAND,59F5C48690A1E7B2,"20200722155614"
103.864617044327,1.3515121525431,kml_308,,TSTAND,TAXI STAND,7860BD23DE9E4E7D,"20200722155614"
103.852908886235,1.2833770456283,kml_309,,TSTOP,TAXI STOP,C754B19AFFBB09A3,"20200722155614"
103.887316843115,1.31916049834381,kml_310,,TSTAND,TAXI STAND,8772934642024C60,"20200722155614"
103.785951954478,1.31775099047346,kml_311,,TSTAND,TAXI STAND,38452116EE859786,"20200722155614"
103.855461791157,1.29844318944165,kml_312,,TSTOP,TAXI STOP,9A4B5EFBAA26AF2E,"20200722155614"
103.883156178259,1.31601299997146,kml_313,,TSTAND,TAXI STAND,3B0D22EF6E3228C5,"20200722155614"
103.706623602546,1.33829836763775,kml_314,,TSTAND,TAXI STAND,B8C2CADB01D5BD42,"20200722155614"
103.839239004761,1.30037806580691,kml_315,,TSTAND,TAXI STAND,1AA3AE6CFB117856,"20200722155614"
103.837126452867,1.31449612860495,kml_316,,TSTAND,TAXI STAND,9D65E404FBA61C1F,"20200722155614"
103.929377846744,1.3241580765223,kml_317,,TSTAND,TAXI STAND,346582D04F768013,"20200722155614"
103.744186664198,1.33169160265804,kml_318,,TSTAND,TAXI STAND,623BD291040675FB,"20200722155614"
103.875431710672,1.3009747934227,kml_319,,TSTOP,TAXI STOP,AF90BFFE29999133,"20200722155614"
103.808098765096,1.32618484019566,kml_320,,TSTAND,TAXI STAND,B4E3BF84B86C566E,"20200722155614"
103.807529832746,1.32574370621525,kml_321,,TSTAND,TAXI STAND,2BA7DE83D5581E02,"20200722155614"
103.815804563526,1.32264354040254,kml_322,,TSTOP,TAXI STOP,F01231A0F83FFE14,"20200722155614"
103.660256028344,1.31891371659834,kml_323,,TSTAND,TAXI STAND,CE4CB95831384DAA,"20200722155614"
103.639824809021,1.32952499135373,kml_324,,TSTAND,TAXI STAND,E2C94CD996E5D6D2,"20200722155614"
103.659505010888,1.3189603226887,kml_325,,TSTAND,TAXI STAND,"234D044753614929","20200722155614"
103.637429639215,1.34128500344973,kml_326,,,,"68706778","20200722155614"
103.639633916009,1.33028770497675,kml_327,,TSTAND,TAXI STAND,D82C5ACCDA28FB48,"20200722155614"
103.649544169634,1.32096297506533,kml_328,,TSTAND,TAXI STAND,F186A72F8A427B6E,"20200722155614"
103.849816838652,1.30664533440123,kml_329,,TSTAND,TAXI STAND,E764DFDE94467F58,"20200722155614"
103.761364921006,1.37881738983853,kml_330,,TSTAND,TAXI STAND,A1568B05090C3E4B,"20200722155614"
103.853166144212,1.30341510379673,kml_331,,TSTOP,TAXI STOP,FCF84FADA76F8735,"20200722155614"
103.908976676019,1.30488198952975,kml_332,,TSTAND,TAXI STAND,A0EE057167C545FE,"20200722155614"
103.863376565914,1.3183367007062,kml_333,,TSTAND,TAXI STAND,7AB2DD92BA676781,"20200722155614"
103.88495496341,1.38331579793032,kml_334,,TSTAND,TAXI STAND,37F294E26290BEAE,"20200722155614"
103.862869643123,1.30789598526578,kml_335,,TSTAND,TAXI STAND,7012A7552006D25C,"20200722155614"
103.86261868194,1.30674731271747,kml_336,,TSTOP,TAXI STOP,B5EA7024E765FB84,"20200722155614"
103.850405223987,1.29618030480831,kml_49,,TSTAND,TAXI STAND,A143A7A864A52FE0,"20200722155614"
103.835594566939,1.30716132419704,kml_65,,TPD,TAXI PICK UP / DROP OFF,FC8A1DE4647CF269,"20200722155614"
103.874142348411,1.34945201192256,kml_129,,TSTAND,TAXI STAND,74B725B3FA270920,"20200722155614"
103.826886684682,1.3064691981424,kml_177,,TSTAND,TAXI STAND,EC1A1AC02325DB46,"20200722155614"
103.848501793488,1.27813835922894,kml_193,,TSTOP,TAXI STOP,40C22DDC152F8832,"20200722155614"
103.90912566648,1.3347384446925,kml_225,,TSTAND,TAXI STAND,07447E003C243E3F,"20200722155614"
103.854955983417,1.32274750884811,kml_337,,TSTAND,TAXI STAND,FDEA68ABEEE835B9,"20200722155614"
103.850801268324,1.32469192358914,kml_338,,TSTAND,TAXI STAND,DA9B59B763DCBD48,"20200722155614"
103.861400814012,1.30331734722192,kml_339,,TSTAND,TAXI STAND,2BC69773FB9842A2,"20200722155614"
103.863538432656,1.29980297396355,kml_340,,TSTAND,TAXI STAND,6404EB7B727B3685,"20200722155614"
103.864948822835,1.3029368787951,kml_341,,TSTAND,TAXI STAND,4C5205ACCC585EFE,"20200722155614"
103.761843058099,1.3791347185314,kml_342,,TPD,TAXI PICK UP / DROP OFF,9060D9DC602722A4,"20200722155614"
103.636999251807,1.34069359574227,kml_343,,,,372F6EA7,"20200722155614"
103.856029699608,1.31086669177106,kml_344,,TSTOP,TAXI STOP,51C021931BFBF75A,"20200722155614"
103.854886638001,1.31101921191935,kml_345,,TSTAND,TAXI STAND,5DD6A4E24E5354C4,"20200722155614"
103.851617919196,1.30525214864208,kml_346,,TSTAND,TAXI STAND,A233935202F3D018,"20200722155614"
103.837586460423,1.31220051769694,kml_347,,TSTAND,TAXI STAND,D58D83ACC131631B,"20200722155614"
103.820253816,1.27621902973046,kml_348,,TSTAND,TAXI STAND,0366AB77019109B2,"20200722155614"
103.961546284504,1.34133988705311,kml_349,,TSTOP,TAXI STOP,165856AFC8FFA091,"20200722155614"
103.961342992979,1.34199572678069,kml_350,,TSTOP,TAXI STOP,064A5161F2085CF2,"20200722155614"
