X,Y,Name,description,HYPERLINK,POSTALCODE,KEEPERNAME,TOTALROOMS,ADDRESS,INC_CRC,FMEL_UPD_D,DESCRIPTION2,NAME2
103.841101584501,1.30227912538394,Holiday Inn Singapore Orchard City Centre,,info.hisinorchard@ihg.com,"229616",Gobind Naroomal Gary Harilela @Gary Harilela,"324",11 Cavenagh Road,789DE80F5E0211C0,"20210128110627",,
103.878121318914,1.31140043113114,Home Suite View Hotel,,homesuite12@gmail.com,"398993",SWEE WEIDI,"175",12 Lorong 12 Geylang,01012B339B2217D5,"20210128110627",,
103.853069621772,1.32170313863895,Hoover Hotel,,,"329706",Lim Choon Hua,"42","246 Balestier Road , # 02-01",EFBE8B5CA40442B0,"20210128110627",,
103.856274002503,1.31047892595777,Hotel 165,,jackson@hotel165.sg,"208532",Siah Wei Bin,"68",165 Kitchener Road,9B96822662A98D40,"20210128110627",,
103.852422678333,1.30096316425159,Ibis Singapore on Bencoolen,,H6657@accor.com,"189657",David Malcolm Lane,"538",170 Bencoolen Street,CE29B88E538416F1,"20210128110627",,
103.824897364807,1.30467322365634,The Regent Singapore,,reservations@regentsingapore.com.sg,"249715",Oscar Joan Giorgius Postma,"440",1 Cuscaden Road,0483F038CB574301,"20210128110627",,
103.858144106984,1.31559230859372,K Space Inn 569,,,"218184",CAI WENCHAO,"7",569 SERANGOON ROAD 60'S HOSTEL,732F33D9582A2253,"20210105175726",,
103.912040454705,1.30869695647047,RedDoorz near Marine Parade Central,,,"428996",AMIT SABERWAL,"62",400 EAST COAST ROAD GARDEN TERRACE HOTEL,4DB366809E651AA1,"20210105175726",,
103.880119073255,1.31179140354756,Hotel 81 - Palace,,hotel81@hotel81.com.sg,"398867",Chu Poh Yong,"192",25 Lorong 16 Geylang,6FD6C20143A9880D,"20210105175726",,
103.853270441013,1.32124006979661,Value Hotel - Balestier,,valuehotel@valuehotel.com.sg,"329684",Chu Poh Yong,"208",218 Balestier Road,EC3E7E349FA619EE,"20210105175726",,
103.853123339191,1.32138046634844,Hotel 81 - Balestier,,hotel81@hotel81.com.sg,"329688",Chu Poh Yong,"53",226 Balestier Road,30C90C6B5398385C,"20210128110627",,
103.855618625297,1.29687853383032,Hotel 81 - Bugis,,hotel81@hotel81.com.sg,"188995",Chu Poh Yong,"88",31 Middle Road,15B1260EA042F00D,"20210128110627",,
103.911729077231,1.31869115633081,Hotel 81 - Changi,,hotel81@hotel81.com.sg,"419871",Chu Poh Yong,"80","428 Changi Road , # 01-01",26435B9826BFF5F1,"20210128110627",,
103.878417449833,1.31199127691196,Hotel 81 - Cherry,,hotel81@hotel81.com.sg,"399014",Chu Poh Yong,"53",3 Lorong 12 Geylang,7B3DF51643724BE4,"20210128110627",,
103.844098495279,1.28456367163908,Hotel 81 - Chinatown,,hotel81@hotel81.com.sg,"59418",Chu Poh Yong,"95",181 New Bridge Road,6BB3C9FBF88A4898,"20210128110627",,
103.841859436164,1.27966689951546,Hotel 81 - Cosy,,hotel81@hotel81.com.sg,"89263",Chu Poh Yong,"39",8 Jiak Chuan Road,F844FDFCD3FCFA99,"20210128110627",,
103.854269341864,1.30490446592441,Hotel 81 - Dickson,,hotel81@hotel81.com.sg,"209530",Chu Poh Yong,"196",3 Dickson Road,7991DBAA1EF8329B,"20210128110627",,
103.860271946103,1.31237964690163,Hotel 81 - Elegance,,hotel81@hotel81.com.sg,"209276",Chu Poh Yong,"120","30 Foch Road , # 01-01",ED21428AA77FF425,"20210128110627",,
103.852599854946,1.32218490550845,Hotel 81 - Fuji,,hotel81@hotel81.com.sg,"329720",Chu Poh Yong,"78",269 Balestier Road,787F346C2426ABE0,"20210128110627",,
103.768589721055,1.29233444235646,The Quay Hotel West Coast,,,"118769",Heng Chern Chieh Germaine,"42",428 PASIR PANJANG ROAD SANTA GRAND HOTEL WEST COAST,92F45D6A0A4C34F7,"20210128110627",,
103.835748313428,1.30775153247414,The Quincy Hotel,,info.tqh@fareast.com.sg,"228517",Kurukulasuriya Shakila Mehani Fernando,"108",22 Mount Elizabeth,0DDCF09C9E89EB9F,"20210128110627",,
103.877336359038,1.31076953969736,Golden Star Hotel,,goldenstarhotel@yahoo.com.sg,"399095",Timothy Seah How Ming,"43",31 Lorong 8 Geylang,"31835167831920D5","20210128110627",,
103.83410906863,1.30822214594427,Goodwood Park Hotel,,enquiries@goodwoodparkhotel.com.sg,"228221","Khoo Bee Geok, Mavis","233",22 Scotts Road,0CB42F3CAFB966B5,"20210128110627",,
103.833283334569,1.3063453359855,Grand Hyatt Singapore,,singapore.grand@hyatt.com,"228211",Willi Beat Martin,"677",10 Scotts Road,F5543044BAEC0506,"20210128110627",,
103.904051128937,1.3043259893264,Grand Mercure Roxy Hotel,,H3610-FO16@accor.com,"428769",Ng Wai Peng,"576",50 East Coast Road,FEC8882D5B30CF49,"20210128110627",,
103.850123925268,1.29262894189275,Grand Park City Hall,,info.gpch@parkhotelgroup.com,"179809",Jeane Lim Sook Tiang,"343",10 Coleman Street,ED8DF7F4128749AC,"20210128110627",,
103.836202012782,1.30310525131104,Grand Park Orchard,,infor.gpor@parkhotelgroup.com,"238857",Lim Kang-Ling,"308",270 Orchard Road,AC132E5EFF9711B1,"20210128110627",,
103.857555410336,1.3159109329182,GREENDILI BACKPACKERS HOSTEL,,GREENDILIHOSTEL@GMAIL.COM,"218673",SUN KANGQING,"9",427 RACE COURSE ROAD GREENDILI BACKPACKERS HOSTEL,76E9C8C26E89E1EE,"20210128110627",,
103.854580698492,1.30462079031568,Haising Hotel,,hs@haising.com.sg,"208801",Tan Boon Yong Dominic,"56",33A Jalan Besar,4EDEA087007B5886,"20210128110627",,
103.827744716094,1.27261402571663,Harbour Ville Hotel,,harbourv@singnet.com.sg,"99448",Lim Shirley,"100",512 Kampong Bahru Road,EBDEEC996FFCE73B,"20210128110627",,
103.861509695837,1.31156411968173,Harbour Ville Hotel Hamilton,,,"209210",SOH SHIL NIE,"43",40 HAMILTON ROAD,EC415EC11AE52BC8,"20210128110627",,
103.858155071754,1.31019236449532,7 Wonders Hostel,,,"208930",Shahjahan Bin Mohamed Sitthiq,"5",257 Jalan Besar,4BC4048148518C7C,"20210128110627",,
103.852350568271,1.30635176142908,7 Wonders Hostel @ Upper Dickson,,hr@7wondershostel.com,"207472",SHAHJAHAN BIN MOHAMED SITTHIQ,"8",12A UPPER DICKSON ROAD CLIFDEN HOSTEL,59983D0C6DBD17D5,"20210128110627",,
103.859267550804,1.30366887875577,ABC HOSTEL,,booking@abchostel.com.sg,"199201",TEO WEN HAO,"23",3  Jalan Kubor (1st Storey),CA625887E4BDE889,"20210128110627",,
103.8846809303,1.31324104846935,AL Asia Hotel,,,"389447",Lim Siew Iy @ Lim Siew Ching,"16",488 GEYLANG ROAD,C7D6BD8F9A1D3615,"20210128110627",,
103.860268091316,1.30336025012185,Aliwal Park Hotel,,aliwalpark77@gmail.com,"199948",Wong Lee Peng,"53",77 Aliwal Street,338C31C6EB6057EA,"20210128110627",,
103.822016591014,1.25212800048918,"Amara Sanctuary Resort, Sentosa",,sentosa@amarasanctuary.com,"99394",Joseph Thiang Thin Poh,"140",1 Larkhill Road,7E2F91BFBF93F966,"20210128110627",,
103.843500117167,1.27493473787886,Amara Singapore,,singapore@amarahotels.com,"88539",Joseph Thiang Thin Poh,"380",165 Tanjong Pagar Road,B8E4090856EEF4CB,"20210128110627",,
103.877872197764,1.31392297209217,Amrise Hotel,,reservation@amrisehotel.com,"387436",LIM TIM BOCK,"58","112 Sims Avenue , # 01-01",BD6D5FF91F9D87FB,"20210128110627",,
103.845721510662,1.2807288857312,Ann Siang House,,,"69708",Manchharam Ashish,"20",28 ANN SIANG ROAD,73EE86A8291261E8,"20210128110627",,
103.8986087202,1.31496412930389,Aqueen Heritage Hotel - Joo Chiat,,,"427373",Chan Boon Tat,"70",51 Joo Chiat Road,479DDB1B2064D8F8,"20210128110627",,
103.851868266106,1.30736540957505,AQUEEN Heritage Hotel - Little India,,,"219962",Chan Boon Tat,"70",22 BELILIOS LANE AQUEEN HERITAGE HOTEL - LITTLE INDIA,29AF37AA78351766,"20210128110627",,
103.861344016453,1.31144511621404,Arcadia Hotel,,wyneo@arcadiahotel.com.sg,"209201",Neo Wan Yong,"36",32 Hamilton Road,1E36496D94BE0983,"20210128110627",,
103.855916077404,1.30898195611065,Arianna Hotel,,accounts@arianna.com.sg,"207662",Ng Swee Yak,"51",83 Syed Alwi Road,7FEC20B2AE2C0DC7,"20210128110627",,
103.872957810113,1.31083993031984,Ark Hostel,,singaporelodgingpteltd@gmail.com,"389200",Kelvin Tng Eng Khai,"31",83B Geylang Road,76C437DC0103BE05,"20210128110627",,
103.860855935208,1.31200012479956,Arton Hotel,,,"207576",Ooi Teck Hin,"109",176 Tyrwhitt Road,CE24146FE1909105,"20210128110627",,
103.837118390961,1.30398869691117,Ascott Orchard Singapore,,,"229724",Wong Mei Ling Judy,"220",11 CAIRNHILL ROAD,3FB23879C3C224C7,"20210128110627",,
103.851544401021,1.28208454707961,Ascott Singapore Raffles Place,,enquiry@the-ascott.com,"49247",Judy Wong Mei Ling,"146",2 Finlayson Green,EA1EEC707A782A8A,"20210128110627",,
103.854724878876,1.30850392397464,Asia Star Hotel,,johnnyangys@hotmail.com,"207995",Ang Ying Soon,"14",44 Rowell Road,02A170199B52C836,"20210128110627",,
103.859394682355,1.30120414903648,Beary Best! Hostel Kampong Glam,,BearyKG@abearygoodhostel.com,"199761",MARECHAL PIERRE JEAN M,"4","64 ARAB STREET, # 00-00",6170F48FB938CB60,"20210128110627",,
103.900168104154,1.31220268168059,Betel Box Backpackers Hostel,,info@betelbox.com,"427471",Tan Say Kiong,"6",200 Joo Chiat Road,C35238BC7123EC69,"20210128110627",,
103.860152247876,1.3118099599849,Blanc Inn,,blancinn@gmail.com,"207564",Iek Tong Wah,"4",151 Tyrwhitt Road,0A0416C2BAE46AC6,"20210128110627",,
103.844304195694,1.28445774430707,Bliss Hotel Singapore,,reservation@blisshotel.com.sg,"58353",Kee Khek Thai,"42",62 Upper Cross Street,2B14BC13300BD208,"20210128110627",,
103.85790553137,1.30982597177326,Blue Jazz Hostel,,,"208916",Wang CuiRong,"5",243 JALAN BESAR,5D64B51A34C4AA8B,"20210128110627",,
103.858436453128,1.30258711150837,Breeze Inn,,breezeinn8@gmail.com,"199135",LIN YI YUN,"16",3 JALAN PINANG ADAMSON INN,0B1AF9552E85769A,"20210128110627",,
103.878864871244,1.31351593312261,Bright Star Hotel,,brightstarhotel@yahoo.com.sg,"388575",Pauline Seah Swee Lian,"86",20 Lorong 17 Geylang,CB853F541BB75F19,"20210128110627",,
103.853224451953,1.30917900212984,Broadway Hotel,,broadwayhotelsingapore@yahoo.com,"218067",Sim Seng Quee,"65",195 Serangoon Road,6FA883FF81602956,"20210128110627",,
103.880423593148,1.31221720783339,BudgetOne Hotel,,,"398793",Lim Kee Huat,"49",10 LORONG 18 GEYLANG BUDGETONE HOTEL,A49D496D62911FD2,"20210128110627",,
103.841824512271,1.28063133791161,BUTTERNUTTREE HOTEL,,,"88392",WIWIN CHRISTANTI GHOBIND,"55",22 TECK LIM ROAD PARK 22 HOTEL CHINATOWN,41FED2B8CE69E2DF,"20210128110627",,
103.954974045383,1.33674234821614,Cameron Hotel,,info@cameronhotel.com.sg,"486917",Nicholas Ong Ann Wei,"19",393F Upper Changi Road,95B50FAF44FE2B29,"20210128110627",,
103.852641538954,1.30499470478209,Campbell Inn,,,"209922",Wang Cuirong,"10",50 CAMPBELL LANE CHECKERS BACKPACKERS,AEC0344008F84BBA,"20210128110627",,
103.824378229099,1.24948297406912,"Capella Hotel, Singapore",,gr.singapore@capellahotels.com,"98297",Fernando Gibaja Garcia-Zarco,"193",1 The Knolls,9CA2E74FFAE5A355,"20210128110627",,
103.963583777969,1.3342655648281,"Capri By Fraser Changi City, Singapore",,resvn.changicity@capribyfraser.com,"486037",Vernon Lee Koon Yong,"313",3 Changi Business Park Central 1  Changi City,8E9AFDE80718099C,"20210128110627",,
103.847061684457,1.28401467620777,"Capri By Fraser China Square, Singapore",,reservations.singapore@capribyfraser.com,"58743",Vernon Lee Koon Yong,"304",181 SOUTH BRIDGE ROAD,A88878CB6DF3EA60,"20210128110627",,
103.883955325222,1.31594220611958,CapsulePod@Aljunied,,,"388194",YAN TONGJI,"8",76A LORONG 27 GEYLANG,5EA68B54FDAD1C8E,"20210128110627",,
103.84369850009,1.27595845561159,Carlton City Hotel Singapore,,douglas.glen@carltoncity.sg,"78862",Douglas Maxwell Glen,"386",1 Gopeng Street,552A51C59C1F53D4,"20210128110627",,
103.898375899105,1.31473398017971,Champion Hotel,,janet@championhotel.com.sg,"427726",Lim Liang Jason,"81",60 Joo Chiat Road,9FE5576D9A6777AE,"20210128110627",,
103.975654971312,1.38857514608333,Changi Cove,,enquiry@changicove.com,"509866",Chew Tee Yen,"141",351 Cranwell Road,0716878A862C1E5E,"20210128110627",,
103.958317578175,1.37916855177722,Cherryloft Resorts,,resorts@cherryloft.com,"509404",ONG RYAN ZHENGYONG,"186",159 Jalan Loyang Besar,F90A1F0BFEB16707,"20210128110627",,
103.848964671913,1.28795051990571,Circular House,,,"49362",AMIT BHAGAT,"12",6 CIRCULAR ROAD,0234F0BD23901BE2,"20210128110627",,
103.851438825178,1.30512221745202,Citadines Rochor Singapore,,frontoffice.crsg@the-ascott.com,"218227",WONG MEI LING JUDY,"320","2 SERANGOON ROAD, # 03-01 TEKKA PLACE",15C288F990452AB4,"20210128110627",,
103.847281913664,1.2878039882589,City Backpackers,,citybackpackers@hotmail.com,"59661",Tan Kee Chong Derrick,"11",18 Hongkong Street,008BD07599CBF9D1,"20210128110627",,
103.852244669339,1.30156897150731,Hawaii Hostel,,,"189641",Ng Kun Heng,"83",169A Bencoolen Street,CF2AA3D06F0E5409,"20210128110627",,
103.845722570878,1.28277324511435,Heritage Collection on Chinatown,,,"58776",Yap Hui Wen,"27","227 SOUTH BRIDGE ROAD, # 01-03",FDAC3EDCBAD2FE8F,"20210128110627",,
103.851928685296,1.30833559981707,Hilton Garden Inn Singapore Serangoon,,singi.hotel@hilton.com,"219924",Eva Moral,"328",3 Belilios Road,52BC35B40F7286B1,"20210128110627",,
103.829314887852,1.30587902148372,Hilton Singapore,,sinhi@hilton.com,"238883",Peter Webster,"423",581 Orchard Road,7FA3C24CCB49505F,"20210128110627",,
103.841983925747,1.28924402665703,Holiday Inn Express Singapore Clarke Quay,,info.sincq@ihg.com,"59573",Alexandra Pauline Kloprogge,"442",2 Magazine Road,F0535AE38FFEDB05,"20210128110627",,
103.84864539809,1.28300038937659,Amoy Hotel,,info.amoy@fareast.com.sg,"48464",Clemence Cheah,"37",76 Telok Ayer Street,3144BDE51ABFBCA3,"20210723135120",,
103.857859544648,1.29916295638181,Andaz Singapore,,singapore@andaz.com,"189354",Karl Stephan Oliver,"342",5 FRASER STREET,60AA84F2F58A4CB6,"20210723135120",,
103.861297941112,1.31180974026488,AQUEEN Prestige Hotel - Lavender,,,"209204",Chan Boon Tat,"72",35 HAMILTON ROAD,3645A69C04BA1668,"20210723135120",,
103.859681427203,1.30078636753127,ARABIC INN,,,"199745",sun kangqing,"6",48 ARAB STREET KAMPONG @ ARAB,3639B3A33C005FFD,"20210723135120",,
103.81654785488,1.25923773923788,Beach Villas,,enquires@rwsentosa.com,"98135",Sim Wai Peng Tina,"35",20 Sentosa Gateway,92A0A0E98B37D4A7,"20210723135120",,
103.856934787679,1.29800182513386,Bluewaters Pod,,bluewatershospitalitypl@gmail.com,"188091",ANG QIU PING,"5","2 TAN QUEE LAN STREET, # 02-01 ATLANTIS PODS @ BUGIS",8635C25509D8CF52,"20210723135120",,
103.847101673167,1.28705545548872,CHAMPION HOTEL CITY,,janet@championhotel.com.sg,"59293",Lim Liang Jason,"33",37 NORTH CANAL ROAD,684B4BB4360E2039,"20210723135120",,
103.860424414343,1.30094429153444,Checkers Hostel @ Beach Road,,MSRPHILIP@YAHOO.COM,"199550",MD SHAMSUR RAHMAN,"23",285 BEACH ROAD,16782ABCCC2857FA,"20210723135120",,
103.819279861729,1.25593387293635,Crockfords Tower,,enquires@rwsentosa.com,"98270",Sim Wai Peng Tina,"121",10 Sentosa Gateway,373665F51CB5CE30,"20210723135120",,
103.835010036802,1.2843221081918,D'Hotel,,,"169040",WONG MEI LING JUDY,"41",231 OUTRAM ROAD WANGZ HOTEL,BA1293324C5E9236,"20210723135120",,
103.962657084899,1.32397331115705,Dusit Thani Laguna Singapore,,,"488047",Piatti Eric Michel,"198",11 LAGUNA GOLF GREEN LAGUNA NATIONAL GOLF & COUNTRY CLUB,BC13D102FD335F2A,"20210723135120",,
103.816896687818,1.25767113430044,Equarius Hotel,,enquiries@rwsentosa.com,"98133",Sim Wai Peng Tina,"183",16 Sentosa Gateway,232A2F5F23CB1EEB,"20210723135120",,
103.819026715795,1.25602110299293,Festive Hotel,,enquiries@rwsentosa.com,"98271",Sim Wai Peng Tina,"447",12 Sentosa Gateway,D61B8AECFE7D4D7B,"20210723135120",,
103.836603813301,1.28937098412522,"Four Points by Sheraton Singapore, Riverview",,finance@fourpointssingaporeriverview.com,"169629",Ho Chung Kain,"476",382 Havelock Road,BA66776174B64DE1,"20210723135120",,
103.739259626278,1.33156162898379,Genting Hotel Jurong,,enquiries@rwsentosa.com,"608516",Sim Wai Peng Tina,"557",2 Town Hall Link,686D365D8025BA1B,"20210723135120",,
103.835147957844,1.29028192700494,Grand Copthorne Waterfront Hotel Singapore,,enquiry.gcw@millenniumhotels.com,"169663",PJEY MAYANDI,"574",392 Havelock Road,6E857A24B95AD34E,"20210723135120",,
103.818913907351,1.25746583281896,Hard Rock Hotel,,enquiries@rwsentosa.com,"98139",Sim Wai Peng Tina,"364",28 Sentosa Gateway,4A9092583E11CF5C,"20210723135120",,
103.849195879682,1.28820207478702,Heritage Collection on Boat Quay Quayside Wing,,,"49864",YAP HUI WEN,"41",76 BOAT QUAY,8D11DCD7DAFD062A,"20210723135120",,
103.848499242966,1.28808237913163,Heritage Collection on Clarke Quay,,,"58670",Yap Hui Wen,"19",36 SOUTH BRIDGE ROAD LAI NGUANG BUILDING,0A441E255985EF58,"20210723135120",,
103.841812331317,1.28079216116778,Hotel 1929,,,"89154",Tang Han Min Alan,"33",50 KEONG SAIK ROAD Q LOFT HOTEL1929@CHINATOWN,E4F5799E91ED248D,"20210723135120",,
103.844175157457,1.28256763758547,Hotel Calmo Chinatown,,,"58476",CAI WENCHAO,"80",25 TRENGGANU STREET HOTEL 1887,640B893DD1F6E94A,"20210723135120",,
103.859584470771,1.30367081350441,Hotel Clover 769 North Bridge Road,,info@hotelclover769.com,"198737","TEO JUN LIANG, JEREMY","35",769 NORTH BRIDGE ROAD HOTEL CLOVER 769 NORTH BRIDGE ROAD,4DFBFFE30BD990F3,"20210723135120",,
103.881864219755,1.31100479193402,Hotel Compass,,,"398693",JIN CHENCHEN,"49",36 LORONG 22 GEYLANG HOTEL COMPASS,264B1100AB4EFC21,"20210723135120",,
103.820219415166,1.25493344657437,Hotel Michael,,enquiries@rwsentosa.com,"98269",Sim Wai Peng Tina,"464",8 Sentosa Gateway,B723D8A2F78E7A9D,"20210723135120",,
103.877505973005,1.31145566986313,ibis budget Singapore Ametrine,,,"399043",Gan Kuan Yew,"38",10 LORONG 10 GEYLANG,C4D60DCEDFDBCD3D,"20210723135120",,
103.901246960843,1.31149498302754,ibis budget Singapore Joo Chiat,,contact@fragrancehotel.com,"427485",GAN KUAN YEW,"90",219 Joo Chiat Road,812779CA7E764F6F,"20210723135120",,
103.878027379987,1.31316413429455,K Hotel 1515,,,"388607",CAI WENCHAO,"80",15 LORONG 15 GEYLANG ZEN ROOMS 1515,03CA58F0F105F1AA,"20210723135120",,
103.853166698166,1.31333978908028,K SPACE INN OWEN,,,"218903",CAI WENCHAO,"6",91A OWEN ROAD,ACC37C9B5A9A9BBF,"20210723135121",,
103.848550528151,1.28748835671493,KINN,,RESERVATIONS@STAYWITHKINN.COM,"58673",BRANDON SMITH,"7",39 SOUTH BRIDGE ROAD,A6E4166EB90C7B14,"20210723135121",,
103.834075884942,1.28556429182439,New Cape Inn,,,"168891",CHRISTOPHER ELY,"76",3 SENG POH ROAD GREEN WORLD,7F64CEFDCFC438DA,"20210723135121",,
103.853089993362,1.30782184572235,Oh My Suites,,,"207309","LEE YI, CHRISTABELLE","24",3 VEERASAMY ROAD REDDOORZ PREMIUM @ SERANGOON,9575796F63448ADC,"20210723135121",,
103.82816440606,1.30766860889292,Orchard Hotel Singapore,,,"238879",Wong On Tat Andy,"656",442 Orchard Road,B8CCD00C487D6E94,"20210723135121",,
103.850729187175,1.30761951351103,Park 22 Hotel Little India,,,"219184",ROY LENG ZHENG,"31",60 KERBAU ROAD PARK 22 HOTEL LITTLE INDIA,B6DD5FF9989E2F12,"20210723135121",,
103.846290282213,1.28563913664569,"PARKROYAL Collection Pickering, Singapore",,,"58289",JACOPIN JEAN-PHILIPPE DANIEL,"367",3 Upper Pickering Street,E9C6C11C642C77C6,"20210723135121",,
103.875894248569,1.3132565842406,Regin Hotel,,,"387416",Heng Siam Khim,"46",56 SIMS AVENUE ZEN ROOMS OASIS,2247F2C15EE9F707,"20210723135121",,
103.860315945966,1.31436249656989,Rucksack Inn 2 @Lavender,,,"338800",Dorit Grueber,"12",280A Lavender Street,6CD4132232A3CC9E,"20210723135121",,
103.860315945966,1.31436249656989,Rucksack Inn@Lavender,,lavender@rucksackinn.com,"338800",Dorit Grueber,"7",280  Lavender Street,6CD41322B5A99248,"20210723135121",,
103.854840702869,1.30536577750822,ST Signature Jalan Besar,,,"207372",Goh Keng Hong,"69",15 UPPER WELD ROAD BUNC HOSTEL,EA004B2D63B9F77B,"20210723135121",,
103.858395163567,1.30262934394456,The Hive@bugis,,,"199137",YAN TONGJI,"8",5 JALAN PINANG TREE IN LODGE,18A4539469AB88C3,"20210723135121",,
103.857758269035,1.29111728356103,The Pan Pacific Hotel Singapore,,enquiry.ppsin@panpacific.com,"39595",Paul Margaret Spence,"790",7 Raffles Boulevard,1DC444E00EC97F5B,"20210723135121",,
103.837472602698,1.28920188923002,The Warehouse Hotel,,,"169628",Tarun Kalra,"37",320 HAVELOCK ROAD,D1008FC95CE8CA2A,"20210723135121",,
103.986061074378,1.3904021092424,Village Hotel Changi,,info.vhc@fareast.com.sg,"508502",Teo Kah Eng,"380",1 Netheravon Road,D54C65340062E608,"20210723135121",,
103.902912251967,1.30377936120631,Village Hotel Katong,,info.vhk@fareast.com.sg,"449536",Terence Govinden,"229",25 Marine Parade Road,EA762650855235F7,"20210723135121",,
103.879565363057,1.31178580684439,Hotel 81 - Geylang,,hotel81@hotel81.com.sg,"398863",Chu Poh Yong,"88",20 Lorong 16 Geylang,C0A53C0A43885765,"20210128110627",,
103.881122145385,1.3119564255497,Hotel 81 - Gold,,hotel81@hotel81.com.sg,"398738",Chu Poh Yong,"98",20 Lorong 20 Geylang,412D36BEFF0E2D10,"20210128110627",,
103.85816175664,1.30942994343081,Classique Hotel,,reservations@classiquehotel.com.sg,"208913",Ang Beng MAY,"42","240 Jalan Besar , # 01-01",3C427F683C0D0D2E,"20210128110627",,
103.834726678247,1.28500519507722,COLLER BOUTIQUE HOSTEL,,,"169056",KHOO HOCK CHYE,"11",259 OUTRAM ROAD,E73470306E8D3344,"20210128110627",,
103.842228053204,1.30061437146928,Concorde Hotel Singapore,,singapore@concorde.net,"238840",Karl Lee Muir,"418",100 Orchard Road,F159AF5E324D56DB,"20210128110627",,
103.858774751329,1.29352504343592,Conrad Centennial Singapore,,sinci_acc@conradhotels.com,"38982",Peter Toi,"512",2 Temasek Boulevard,B345D633745337B5,"20210128110627",,
103.836642496764,1.28825959921985,Copthorne King Hotel Singapore,,rooms@copthornekings.com.sg,"169632",Yeoh Cheng Kung,"313",403 Havelock Road,AC71C768A70E334B,"20210128110627",,
103.843165090044,1.32059476707049,Courtyard By Marriott Singapore Novena,,,"329568",Khong Cheng Hoe Peter,"250","99 IRRAWADDY ROAD, # 22-00 ROYAL SQUARE AT NOVENA",5610EBA03AB6F4B4,"20210128110627",,
103.8728758866,1.31077389402222,Coziee Lodge,,denniskyj@gmail.com,"389198","Kwek Yi Jun, Dennis","5",77A Geylang Road,2120FA2DB22770F6,"20210128110627",,
103.987947172552,1.35868034734966,Crowne Plaza Changi Airport,,sincp@ihg.com,"819664",Cristol Bruno Olivier,"563",75 Airport Boulevard,AF34378EAA44E3DD,"20210128110627",,
103.864169303074,1.30236655161918,Destination Singapore Beach Road,,Beelay.Pua@yourdestinationhotel.com,"199598",Steven Tang,"300",700 BEACH ROAD 700 BEACH,122395C0A3F52261,"20210128110627",,
103.880838668454,1.31186042184822,Diamond Hotel,,diamondhotelreservations@gmail.com,"398806",Tan Hui Sion,"42",25 Lorong 18 Geylang,17422EA029290C65,"20210128110627",,
103.840007598921,1.27962668340609,Dorsett Singapore,,info.singapore@dorsetthotels.com,"88765",Khoo Lee Ping Jessie,"285",333 New Bridge Road,544E8182666D9389,"20210128110627",,
103.843187860266,1.27887034636785,Duxton Reserve,,,"89540",Harpreet Kaur Bedi,"49",83 Duxton Road,62177A4089D486B1,"20210128110627",,
